"PLANTID" "GARDENID" "YEAR" "SEASON" "LENGTHFRUIT" "WIDTHFRUIT" "NFERT"
"1232" "ALN_0920" "ALN" 2021 "S2" 15.47 9.52 10
"1233" "ALN_0920" "ALN" 2022 "S1" 9.33 11.64 10
"1234" "ALN_0920" "ALN" 2022 "S1" 7.95 11.99 10
"1235" "ALN_0920" "ALN" 2022 "S1" 8.83 13 10
"1236" "ALN_0922" "ALN" 2021 "S3" 13.73 9.29 10
"1237" "ALN_0922" "ALN" 2021 "S3" 12.92 9.16 10
"1238" "ALN_0922" "ALN" 2021 "S3" 13.01 9.21 8
"1239" "ALN_0922" "ALN" 2021 "S3" 16.26 11.67 9
"1240" "ALN_0923" "ALN" 2021 "S3" 10.9 7 10
"1241" "ALN_0924" "ALN" 2021 "S3" 12.46 10.96 10
"1242" "ALN_0924" "ALN" 2021 "S3" 13.22 12.53 9
"1243" "ALN_0924" "ALN" 2021 "S3" 10.93 8.04 10
"1244" "ALN_0925" "ALN" 2021 "S3" 10.6 7.7 6
"1245" "ALN_0925" "ALN" 2021 "S3" NA NA 10
"1246" "ALN_0925" "ALN" 2021 "S3" NA NA 9
"1247" "ALN_0925" "ALN" 2021 "S2" 19.03 13.61 10
"1248" "ALN_0925" "ALN" 2021 "S2" 16.24 15.38 10
"1249" "ALN_0925" "ALN" 2021 "S2" 14.94 11.4 10
"1250" "ALN_0925" "ALN" 2021 "S2" 15.74 12 NA
"1251" "ALN_0926" "ALN" 2021 "S3" 14.44 8.8 9
"1252" "ALN_0926" "ALN" 2021 "S3" 13.16 8.8 9
"1253" "ALN_0926" "ALN" 2021 "S3" 14.46 9.9 10
"1254" "ALN_0926" "ALN" 2021 "S3" NA NA 1
"1255" "ALN_0926" "ALN" 2021 "S2" 18.84 13.34 10
"1256" "ALN_0927" "ALN" 2022 "S1" 12.78 13.67 10
"1257" "ALN_0927" "ALN" 2022 "S1" 12.38 13.35 10
"1258" "ALN_0927" "ALN" 2022 "S1" 10.47 10.15 10
"1259" "ALN_0927" "ALN" 2022 "S1" 10.44 9.16 10
"1260" "ALN_0927" "ALN" 2022 "S1" 10.05 11.27 10
"1261" "ALN_0928" "ALN" 2021 "S3" 20.1 12.4 10
"1262" "ALN_0928" "ALN" 2021 "S3" 15.6 11.37 10
"1263" "ALN_0929" "ALN" 2021 "S3" 10.62 10.62 10
"1264" "ALN_0929" "ALN" 2022 "S2" 7.37 5.52 NA
"1265" "ALN_0929" "ALN" 2022 "S2" 8.24 6.05 NA
"1266" "ALN_0930" "ALN" 2021 "S2" 16.86 12.14 8
"1267" "ALN_0930" "ALN" 2021 "S2" 15.53 11.59 8
"1268" "ALN_0930" "ALN" 2021 "S2" 16.36 10.31 10
"1269" "ALN_0930" "ALN" 2022 "S1" 10.14 11.13 8
"1270" "ALN_0930" "ALN" 2022 "S1" 7.81 10.86 10
"1271" "ALN_0930" "ALN" 2022 "S1" 7.94 9.08 10
"1272" "ALN_0931" "ALN" 2021 "S2" 14.74 10.98 7
"1273" "ALN_0931" "ALN" 2021 "S2" NA NA 7
"1274" "ALN_0932" "ALN" 2021 "S3" 14.28 11.62 10
"1275" "ALN_0932" "ALN" 2021 "S3" 13.43 11.03 9
"1276" "ALN_0933" "ALN" 2021 "S3" NA NA 10
"1277" "ALN_0937" "ALN" 2021 "S3" 8.71 6.54 10
"1278" "ALN_0937" "ALN" 2021 "S3" 13.47 9.41 7
"1279" "ALN_0939" "ALN" 2021 "S3" 16.5 10 6
"1280" "ALN_0939" "ALN" 2021 "S3" NA NA 10
"1281" "ALN_0939" "ALN" 2021 "S3" NA NA 9
"1282" "ALN_0939" "ALN" 2021 "S3" NA NA 9
"1283" "ALN_0939" "ALN" 2021 "S2" 20.14 12.91 10
"1284" "ALN_0940" "ALN" 2021 "S3" 12.1 7.56 7
"1285" "ALN_0940" "ALN" 2021 "S3" 12.63 8.12 8
"1286" "ALN_0942" "ALN" 2021 "S2" 15.63 10.23 10
"1287" "ALN_0942" "ALN" 2021 "S2" 13.17 9.01 5
"1288" "ALN_0942" "ALN" 2021 "S2" 13.14 12.33 10
"1289" "ALN_0943" "ALN" 2021 "S3" 11.7 9.9 9
"1290" "ALN_0943" "ALN" 2021 "S3" 17.2 10.7 10
"1291" "ALN_0944" "ALN" 2022 "S1" 11.03 11.69 10
"1292" "ALN_0944" "ALN" 2022 "S1" 8.25 11.78 9
"1293" "ALN_0946" "ALN" 2021 "S3" 16 12.3 NA
"1294" "ALN_0946" "ALN" 2021 "S3" 12 8 9
"1295" "ALN_0946" "ALN" 2021 "S3" NA NA 9
"1296" "ALN_0946" "ALN" 2021 "S3" NA NA 9
"1297" "ALN_0946" "ALN" 2021 "S3" NA NA 10
"1298" "ALN_0947" "ALN" 2021 "S2" 9.62 9.28 10
"1299" "ALN_0950" "ALN" 2021 "S2" 16.61 10.38 NA
"1300" "ALN_0950" "ALN" 2021 "S2" 18.31 12 NA
"1301" "ALN_0950" "ALN" 2021 "S2" 15.33 12.84 NA
"1302" "ALN_0950" "ALN" 2021 "S3" 12 9.74 8
"1303" "ALN_0950" "ALN" 2021 "S3" 12.77 9.9 6
"1304" "ALN_0950" "ALN" 2021 "S3" 9.56 8.29 4
"1305" "ALN_0950" "ALN" 2022 "S1" 9.24 10.97 10
"1306" "ALN_0953" "ALN" 2021 "S2" 13.95 13.51 10
"1307" "ALN_0953" "ALN" 2021 "S3" 15.7 10.6 7
"1308" "ALN_0953" "ALN" 2021 "S3" NA NA 10
"1309" "ALN_0953" "ALN" 2021 "S3" NA NA 8
"1310" "ALN_0953" "ALN" 2022 "S1" 9.03 11.13 6
"1311" "ALN_0954" "ALN" 2021 "S3" NA NA 10
"1312" "ALN_0954" "ALN" 2021 "S3" NA NA 10
"1313" "ALN_0954" "ALN" 2021 "S3" NA NA 10
"1314" "ALN_0955" "ALN" 2022 "S1" 8.94 9.52 NA
"1315" "ALN_0955" "ALN" 2021 "S3" 10.44 7.94 10
"1316" "ALN_0955" "ALN" 2021 "S3" 19.19 12.12 9
"1317" "ALN_0955" "ALN" 2022 "S1" 10.34 13.73 10
"1318" "ALN_0957" "ALN" 2021 "S2" 20.79 13.45 8
"1319" "ALN_0957" "ALN" 2022 "S1" 10.21 10.5 10
"1320" "ALN_0959" "ALN" 2021 "S3" 16.7 12 10
"1321" "ALN_0959" "ALN" 2021 "S3" NA NA 10
"1322" "ALN_0960" "ALN" 2021 "S3" 14.98 10.89 9
"1323" "RAS_1282" "RAS" 2021 "S2" 17.92 12.12 9
"1324" "RAS_1287" "RAS" 2021 "S2" 14.94 13.2 10
"1325" "RAS_1288" "RAS" 2021 "S2" 14.14 8.14 8
"1326" "RAS_1288" "RAS" 2021 "S2" 15.02 9.72 10
"1327" "RAS_1290" "RAS" 2021 "S2" 10.35 11.37 10
"1328" "RAS_1290" "RAS" 2022 "S2" 9.44 10.18 10
"1329" "RAS_1291" "RAS" 2022 "S2" 11.1 7.11 9
"1330" "RAS_1291" "RAS" 2022 "S2" 12.06 7.2 10
"1331" "RAS_1291" "RAS" 2022 "S2" 10.07 6.47 9
"1332" "RAS_1292" "RAS" 2021 "S2" 22.82 13.74 0
"1333" "RAS_1294" "RAS" 2022 "S2" 11.43 7.51 10
"1334" "RAS_1294" "RAS" 2022 "S2" 11.13 7.57 9
"1335" "RAS_1294" "RAS" 2022 "S2" 14.03 6.58 10
"1336" "RAS_1294" "RAS" 2022 "S2" 10.78 7.43 10
"1337" "RAS_1294" "RAS" 2022 "S2" 10.17 6.65 10
"1338" "RAS_1298" "RAS" 2022 "S2" 11.65 7.65 10
"1339" "RAS_1298" "RAS" 2022 "S2" 10.9 10.32 10
"1340" "RAS_1298" "RAS" 2022 "S2" 9.16 7.09 10
"1341" "RAS_1298" "RAS" 2022 "S2" 8.06 7.94 10
"1342" "RAS_1298" "RAS" 2022 "S2" 7.19 5.91 10
"1343" "RAS_1300" "RAS" 2021 "S3" 12.7 7.4 9
"1344" "RAS_1304" "RAS" 2021 "S2" 14.62 9.68 10
"1345" "RAS_1304" "RAS" 2021 "S2" 10.66 8.25 10
"1346" "RAS_1304" "RAS" 2021 "S2" 8.89 7 8
"1347" "RAS_1304" "RAS" 2021 "S2" 10.26 7.26 9
"1348" "RAS_1304" "RAS" 2022 "S2" 8 8.72 10
"1349" "RAS_1306" "RAS" 2022 "S2" 10.57 10.5 10
"1350" "RAS_1306" "RAS" 2022 "S2" 9.1 8 10
"1351" "RAS_1307" "RAS" 2022 "S2" 8.5 8.1 10
"1352" "RAS_1311" "RAS" 2022 "S2" 8.8 7.12 10
"1353" "RAS_1311" "RAS" 2022 "S2" 9.55 7.02 10
"1354" "RAS_1311" "RAS" 2022 "S2" 8.52 6.87 9
"1355" "RAS_1312" "RAS" 2022 "S2" 9.11 8.11 10
"1356" "RAS_1312" "RAS" 2022 "S2" 12.3 9.53 10
"1357" "RAS_1312" "RAS" 2022 "S2" 8.66 7.16 10
"1358" "RAS_1312" "RAS" 2022 "S2" 8 6.6 10
"1359" "RAS_1314" "RAS" 2022 "S2" 6.42 5.98 9
"1360" "RAS_1317" "RAS" 2021 "S2" 16.25 13.2 10
"1361" "RAS_1317" "RAS" 2022 "S2" 8.9 7.6 10
"1362" "RAS_1318" "RAS" 2021 "S3" 8.8 8.15 6
"1363" "RAS_1318" "RAS" 2022 "S2" 9.17 8.35 10
"1364" "RAS_1319" "RAS" 2021 "S2" 20.26 14.97 10
"1365" "RAS_1319" "RAS" 2021 "S2" 19.1 15.09 9
"1366" "RAS_1319" "RAS" 2021 "S2" 20.75 15.39 10
"1367" "RAS_1319" "RAS" 2021 "S2" 18.12 13.51 10
"1368" "RAS_1319" "RAS" 2021 "S3" 7.3 7.55 4
"1369" "RAS_1319" "RAS" 2022 "S2" 10.5 10.5 10
"1370" "RAS_1319" "RAS" 2022 "S2" 7.8 7.6 10
"1371" "RAS_1319" "RAS" 2022 "S2" 10.7 10.4 10
"1372" "RAS_1319" "RAS" 2022 "S2" 7.4 7.3 10
"1373" "RAS_1320" "RAS" 2021 "S3" 7.6 8.19 5
"1374" "RAS_1327" "RAS" 2021 "S2" 17.78 12.37 10
"1375" "RAS_1327" "RAS" 2021 "S2" 11.92 9 10
"1376" "RAS_1327" "RAS" 2021 "S2" 11.95 8.47 10
"1377" "RAS_1327" "RAS" 2021 "S2" 13.22 7.71 10
"1378" "RAS_1328" "RAS" 2021 "S2" 12.42 9.57 10
"1379" "RAS_1328" "RAS" 2021 "S2" 13.7 14.72 9
"1380" "RAS_1329" "RAS" 2022 "S2" 6.5 6.78 10
"1381" "RAS_1329" "RAS" 2022 "S2" 8.5 8.14 10
"1382" "RAS_1330" "RAS" 2021 "S2" 19.66 13.67 9
"1383" "RAS_1330" "RAS" 2021 "S2" 15.98 15.7 10
"1384" "RAS_1332" "RAS" 2022 "S2" 9.31 6.5 10
"1385" "RAS_1332" "RAS" 2022 "S2" 10.1 8.61 10
"1386" "RAS_1332" "RAS" 2022 "S2" 10.1 7.93 10
"1387" "RAS_1332" "RAS" 2022 "S2" 9.8 9.6 10
"1388" "RAS_1332" "RAS" 2022 "S2" 7.8 7.6 10
"1389" "RAS_1333" "RAS" 2021 "S2" 19.1 12.22 10
"1390" "RAS_1333" "RAS" 2021 "S2" 17 13.96 10
"1391" "RAS_1333" "RAS" 2021 "S2" 16.93 9.93 8
"1392" "RAS_1334" "RAS" 2022 "S2" 10.81 9.8 10
"1393" "RAS_1334" "RAS" 2022 "S2" 10.14 9.4 10
"1394" "RAS_1336" "RAS" 2021 "S3" 11.6 6.55 9
"1395" "RAS_1337" "RAS" 2021 "S3" 12.2 9.2 9
"1396" "RAS_1337" "RAS" 2021 "S3" 12.8 10 8
"1397" "RAS_1337" "RAS" 2021 "S3" 11.9 6.9 7
"1398" "RAS_1339" "RAS" 2022 "S2" 12.2 9.6 10
"1399" "RAS_1339" "RAS" 2022 "S2" 11.8 9.7 10
"1400" "RAS_1339" "RAS" 2022 "S2" 10 6.7 10
"1401" "RAS_1339" "RAS" 2022 "S2" 16.3 12.2 10
"1402" "RAS_1339" "RAS" 2022 "S2" 10.6 8.1 10
"1403" "RAS_1340" "RAS" 2021 "S3" 10.7 7.3 7
"1404" "RAS_1340" "RAS" 2022 "S2" 13.12 11.22 10
"1405" "RAS_1340" "RAS" 2022 "S2" 9.78 8.05 10
"1406" "RAS_1340" "RAS" 2022 "S2" 9.98 7.81 10
"1407" "RAS_1345" "RAS" 2022 "S2" 10.7 7.7 8
"1408" "RAS_1345" "RAS" 2022 "S2" 9.9 8.1 7
"1409" "RAS_1348" "RAS" 2021 "S2" 14.91 10.92 10
"1410" "RAS_1350" "RAS" 2021 "S2" 16.95 12.04 10
"1411" "RAS_1350" "RAS" 2021 "S2" 17.8 10.03 10
"1412" "RAS_1353" "RAS" 2021 "S3" 15.7 10.2 10
"1413" "RAS_1354" "RAS" 2022 "S2" 6.96 6.06 9
"1414" "RAS_1362" "RAS" 2021 "S3" 4.3 3.05 1
"1415" "RAS_1362" "RAS" 2022 "S2" 9.02 6.58 10
"1416" "RAS_1362" "RAS" 2022 "S2" 9.73 6.71 10
"1417" "RAS_1362" "RAS" 2022 "S2" 9.15 6.58 10
"1418" "RAS_1367" "RAS" 2022 "S2" 10.8 7.3 10
"1419" "RAS_1367" "RAS" 2022 "S2" 10.9 7.6 10
"1420" "RAS_1367" "RAS" 2022 "S2" 7.9 6.11 10
"1421" "RAS_1367" "RAS" 2022 "S2" 9.2 7.3 10
"1422" "RAS_1367" "RAS" 2022 "S2" 8.8 6.3 10
"1423" "RAS_1370" "RAS" 2021 "S2" 18.14 11.89 10
"1424" "RAS_1374" "RAS" 2022 "S2" 9.69 6.62 10
"1425" "RAS_1374" "RAS" 2022 "S2" 8.45 6.31 10
"1426" "RAS_1375" "RAS" 2021 "S2" 18.68 12.38 10
"1427" "RAS_1377" "RAS" 2022 "S2" 14 7.1 10
"1428" "RAS_1377" "RAS" 2022 "S2" 11.3 6 10
"1429" "RAS_1377" "RAS" 2022 "S2" 9.8 7.2 10
"1430" "RAS_1377" "RAS" 2022 "S2" 9.2 7.8 10
"1431" "RAS_1377" "RAS" 2022 "S2" 13 9.2 10
"1432" "RAS_1378" "RAS" 2022 "S2" 9.73 6.71 10
"1433" "RAS_1378" "RAS" 2022 "S2" 8.63 5.87 10
"1434" "RAS_1379" "RAS" 2021 "S2" 14.32 11.8 10
"1435" "RAS_1379" "RAS" 2021 "S2" 14.05 8.91 10
"1436" "RAS_1379" "RAS" 2021 "S2" 13.8 10.79 10
"1437" "RAS_1379" "RAS" 2022 "S2" 10.6 6.8 10
"1438" "RAS_1379" "RAS" 2022 "S2" 13.5 9.4 10
"1439" "RAS_1379" "RAS" 2022 "S2" 8.6 6.6 10
"1440" "RAS_1379" "RAS" 2022 "S2" 11.8 7.2 10
"1441" "RAS_1387" "RAS" 2022 "S2" 10.4 8 10
"1442" "RAS_1390" "RAS" 2021 "S2" 7.83 6.12 6
"1443" "RAS_1392" "RAS" 2022 "S2" 10.7 9.8 10
"1444" "RAS_1392" "RAS" 2022 "S2" 11.36 10.4 10
"1445" "RAS_1392" "RAS" 2022 "S2" 11.5 10.4 10
"1446" "RAS_1396" "RAS" 2022 "S2" 9.04 6.95 8
"1447" "RAS_1396" "RAS" 2022 "S2" 9.59 7.45 10
"1448" "RAS_1396" "RAS" 2022 "S2" 7.88 6.47 10
"1449" "RAS_1397" "RAS" 2022 "S2" 9.5 8.17 10
"1450" "RAS_1397" "RAS" 2022 "S2" 9.7 9.4 10
"1451" "RAS_1397" "RAS" 2022 "S2" 8.2 6.9 10
"1452" "RAS_1398" "RAS" 2022 "S2" 8.48 7.68 10
"1453" "RAS_1398" "RAS" 2022 "S2" 8.77 8.88 10
"1454" "RAS_1398" "RAS" 2022 "S2" 8.72 9.07 10
"1455" "RAS_1398" "RAS" 2022 "S2" 10.66 8.72 10
"1456" "RAS_1398" "RAS" 2022 "S2" 8.84 8.9 10
"1457" "RAS_1399" "RAS" 2022 "S2" 12.7 8.8 10
"1458" "RAS_1399" "RAS" 2022 "S2" 13.6 10.12 10
"1459" "RAS_1399" "RAS" 2022 "S2" 18.6 12.8 10
"1460" "RAS_1399" "RAS" 2022 "S2" 15.3 10.4 10
"1461" "RAS_1399" "RAS" 2022 "S2" 11.9 11.8 10
"1462" "RAS_1402" "RAS" 2022 "S2" 7.7 7.4 10
"1463" "RAS_1404" "RAS" 2022 "S2" 7.77 7.3 10
"1464" "RAS_1404" "RAS" 2022 "S2" 10.27 7.79 10
"1465" "RAS_1404" "RAS" 2022 "S2" 7.81 6.76 10
"1466" "RAS_1404" "RAS" 2022 "S2" 8.35 7.84 10
"1467" "RAS_1416" "RAS" 2022 "S2" 12.4 8.19 10
"1468" "RAS_1416" "RAS" 2022 "S2" 11.05 7.24 10
"1469" "RAS_1416" "RAS" 2022 "S2" 12.46 8.59 10
"1470" "RAS_1416" "RAS" 2022 "S2" 10.93 9.14 10
"1471" "RAS_1416" "RAS" 2022 "S2" 9.54 7.28 10
"1472" "RAS_1417" "RAS" 2022 "S2" 11.2 8.9 10
"1473" "RAS_1417" "RAS" 2022 "S2" 13.4 9.4 10
"1474" "RAS_1417" "RAS" 2022 "S2" 9.1 7.8 10
"1475" "RAS_1417" "RAS" 2022 "S2" 11.2 8.7 10
"1476" "RAS_1417" "RAS" 2022 "S2" 8.3 7.5 10
"1477" "RAS_1418" "RAS" 2022 "S2" 10.6 8.74 10
"1478" "RAS_1418" "RAS" 2022 "S2" 11.13 9.95 10
"1479" "RAS_1418" "RAS" 2022 "S2" 8.37 8.02 10
"1480" "RAS_1418" "RAS" 2022 "S2" 9.15 8.88 10
"1481" "RAS_1418" "RAS" 2022 "S2" 7.66 7.56 10
"1482" "RAS_1429" "RAS" 2021 "S2" 12.85 10.83 10
"1483" "RAS_1429" "RAS" 2021 "S2" 14.4 12.15 9
"1484" "RAS_1429" "RAS" 2022 "S2" 11.8 10 10
"1485" "RAS_1429" "RAS" 2022 "S2" 4.5 5 10
"1486" "RAS_1429" "RAS" 2022 "S2" 8.4 7.5 10
"1487" "RAS_1429" "RAS" 2022 "S2" 9.1 9 10
"1488" "RAS_1429" "RAS" 2022 "S2" 13.3 12.9 10
"1489" "RAS_1430" "RAS" 2022 "S2" 5.57 6.7 10
"1490" "RAS_1430" "RAS" 2022 "S2" 7.11 6.98 10
"1491" "RAS_1437" "RAS" 2022 "S2" 5.9 5.7 10
"1492" "RAS_1437" "RAS" 2022 "S2" 8.8 6.8 10
"1493" "RAS_1437" "RAS" 2022 "S2" 11.75 8.7 10
"1494" "RAS_1437" "RAS" 2022 "S2" 6.2 4.5 10
"1495" "RAS_1439" "RAS" 2022 "S2" 8.4 7.7 10
"1496" "RAS_1444" "RAS" 2021 "S2" 14.09 8.67 10
"1497" "RAS_1444" "RAS" 2021 "S2" 13.51 10.35 10
"1498" "RAS_1444" "RAS" 2021 "S2" 14.99 19.43 10
"1499" "RAS_1444" "RAS" 2021 "S2" 11.05 7.9 10
"1500" "RAS_1452" "RAS" 2022 "S2" 6.15 6.02 10
"1501" "RAS_1452" "RAS" 2022 "S2" 8.21 7.26 10
"1502" "RAS_1458" "RAS" 2021 "S2" 13.95 9.85 8
"1503" "RAS_1458" "RAS" 2021 "S2" 17.32 10.45 9
"1504" "RAS_1462" "RAS" 2021 "S3" 13.8 7.8 7
"1505" "RAS_1464" "RAS" 2021 "S2" 15.72 9.98 10
"1506" "RAS_1464" "RAS" 2021 "S2" 14.48 9.37 10
"1507" "RAS_1464" "RAS" 2021 "S2" 17.17 11 10
"1508" "RAS_1464" "RAS" 2021 "S2" 11.74 8.75 10
"1509" "RAS_1467" "RAS" 2022 "S2" 8.7 7 10
"1510" "RAS_1467" "RAS" 2022 "S2" 8.9 6.7 10
"1511" "RAS_1467" "RAS" 2022 "S2" 6.6 6.6 10
"1512" "RAS_1469" "RAS" 2022 "S2" 11 8.8 10
"1513" "RAS_1469" "RAS" 2022 "S2" 6.4 9.1 10
"1514" "RAS_1470" "RAS" 2022 "S2" 8.71 5.37 10
"1515" "RAS_1474" "RAS" 2022 "S2" 9.93 5.53 10
"1516" "RAS_1474" "RAS" 2022 "S2" 6.83 5.82 10
"1517" "RAS_1476" "RAS" 2022 "S2" 9.69 5.56 10
"1518" "RAS_1478" "RAS" 2021 "S3" 20.5 8 6
"1519" "RAS_1478" "RAS" 2021 "S3" 17.3 7.2 5
"1520" "RAS_1478" "RAS" 2021 "S3" 16 8.7 5
"1521" "RAS_1479" "RAS" 2022 "S2" 8.5 7.4 10
"1522" "RAS_1479" "RAS" 2022 "S2" 13.5 9.3 10
"1523" "RAS_1483" "RAS" 2021 "S2" 16.53 10 10
"1524" "RAS_1484" "RAS" 2021 "S2" 21.63 12.4 10
"1525" "RAS_1484" "RAS" 2021 "S2" 13.67 9.92 10
"1526" "RAS_1484" "RAS" 2021 "S2" 14.12 11.21 10
"1527" "RAS_1484" "RAS" 2021 "S2" 15.33 9.12 10
"1528" "RAS_1487" "RAS" 2021 "S2" 15.74 7.65 10
"1529" "RAS_1487" "RAS" 2021 "S2" 13.5 9.38 10
"1530" "RAS_1491" "RAS" 2022 "S2" 10.36 6.79 9
"1531" "RAS_1494" "RAS" 2022 "S2" 12.86 9.22 10
"1532" "RAS_1494" "RAS" 2022 "S2" 11.07 7.31 10
"1533" "RAS_1495" "RAS" 2021 "S2" 21.02 9.26 8
"1534" "RAS_1495" "RAS" 2021 "S3" 11.1 9.27 7
"1535" "RAS_1495" "RAS" 2021 "S3" 20.2 10.8 5
"1536" "RAS_1495" "RAS" 2021 "S3" 18.1 10.6 4
"1537" "RAS_1495" "RAS" 2021 "S3" 14.8 9.4 6
"1538" "RAS_1495" "RAS" 2021 "S3" 11.3 8.7 6
"1539" "RAS_1498" "RAS" 2022 "S2" 12.72 10.19 10
"1540" "RAS_1499" "RAS" 2021 "S2" 20.43 15.3 9
"1541" "RAS_1502" "RAS" 2022 "S2" 10.15 7.5 10
"1542" "RAS_1504" "RAS" 2022 "S2" 11.4 8.85 10
"1543" "RAS_1504" "RAS" 2022 "S2" 9.86 8.35 10
"1544" "RAS_1508" "RAS" 2022 "S2" 8.35 6.97 10
"1545" "RAS_1510" "RAS" 2021 "S3" 16.5 10.2 7
"1546" "RAS_1510" "RAS" 2021 "S3" 15.5 9.7 6
"1547" "RAS_1510" "RAS" 2021 "S3" 16 10.3 5
"1548" "RAS_1514" "RAS" 2021 "S2" 18.84 15.21 10
"1549" "RAS_1514" "RAS" 2021 "S2" 18.74 13.89 8
"1550" "RAS_1514" "RAS" 2021 "S3" 16.8 8.8 8
"1551" "RAS_1514" "RAS" 2021 "S3" 17.6 10.2 7
"1552" "RAS_1514" "RAS" 2022 "S2" 7.87 5.88 10
"1553" "RAS_1514" "RAS" 2022 "S2" 9.55 6.85 10
"1554" "RAS_1514" "RAS" 2022 "S2" 12.84 7.64 10
"1555" "RAS_1514" "RAS" 2022 "S2" 12.28 7.05 9
"1556" "RAS_1516" "RAS" 2021 "S3" 13.1 8.48 6
"1557" "RAS_1516" "RAS" 2022 "S2" 13.6 8.47 10
"1558" "RAS_1516" "RAS" 2022 "S2" 11.5 8.45 10
"1559" "RAS_1516" "RAS" 2022 "S2" 10.58 5.18 9
"1560" "RAS_1516" "RAS" 2022 "S2" 9.47 6.6 9
"1561" "RAS_1518" "RAS" 2021 "S3" 14.5 7.2 6
"1562" "RAS_1521" "RAS" 2021 "S3" 14.9 7.8 7
"1563" "RAS_1521" "RAS" 2021 "S3" 11.6 5.16 4
"1564" "RAS_1521" "RAS" 2021 "S3" 10.8 6.8 7
"1565" "RAS_1521" "RAS" 2021 "S3" 15.8 9.02 7
"1566" "RAS_1521" "RAS" 2021 "S3" 6.73 3.72 0.2
"1567" "RAS_1521" "RAS" 2021 "S3" 14.5 7.45 8
"1568" "RAS_1524" "RAS" 2021 "S3" 7.5 4.7 1
"1569" "RAS_1524" "RAS" 2021 "S3" 12.4 6.55 5
"1570" "RAS_1526" "RAS" 2021 "S3" 10.9 7.5 7
"1571" "RAS_1527" "RAS" 2021 "S2" 15.57 12.51 10
"1572" "RAS_1529" "RAS" 2021 "S3" 15.3 9.3 5
"1573" "RAS_1529" "RAS" 2021 "S3" 13.13 8.27 5
"1574" "RAS_1531" "RAS" 2021 "S3" 10.23 4.83 3
"1575" "RAS_1531" "RAS" 2021 "S3" 6.83 4.08 0.5
"1576" "RAS_1531" "RAS" 2021 "S3" 9.11 5.6 7
"1577" "RAS_1531" "RAS" 2021 "S3" 10.2 4.8 9
"1578" "RAS_1532" "RAS" 2021 "S2" 12.34 8.39 10
"1579" "RAS_1532" "RAS" 2021 "S2" 18.24 11.22 10
"1580" "RAS_1532" "RAS" 2021 "S2" 12.74 9 10
"1581" "RAS_1532" "RAS" 2021 "S3" 13.8 7.2 6
"1582" "RAS_1532" "RAS" 2021 "S3" 14.7 7.9 4
"1583" "RAS_1532" "RAS" 2021 "S3" 12.8 8.5 8
"1584" "RAS_1532" "RAS" 2021 "S3" 15.7 9.5 9
"1585" "RAS_1533" "RAS" 2021 "S3" 13.4 8.12 8
"1586" "RAS_1533" "RAS" 2021 "S3" 11.2 7.9 9
"1587" "RAS_1533" "RAS" 2021 "S3" 13.9 9.3 8
"1588" "RAS_1534" "RAS" 2021 "S2" 14.3 9.01 10
"1589" "RAS_1534" "RAS" 2021 "S2" 10.55 10.6 10
"1590" "RAS_1534" "RAS" 2021 "S3" 14.7 7.3 8
"1591" "RAS_1534" "RAS" 2021 "S3" 12.4 8.4 7.5
"1592" "RAS_1536" "RAS" 2021 "S3" 14.01 6.05 10
"1593" "RAS_1536" "RAS" 2021 "S3" 10.4 5.27 9
"1594" "RAS_1536" "RAS" 2021 "S3" 14.29 5.38 8
"1595" "RAS_1536" "RAS" 2021 "S3" 12.4 6.02 9
"1596" "RAS_1536" "RAS" 2021 "S3" 15.35 8.42 9
"1597" "RAS_1537" "RAS" 2022 "S2" 12.3 7.8 10
"1598" "RAS_1538" "RAS" 2021 "S2" 17.01 10.34 9
"1599" "RAS_1538" "RAS" 2021 "S2" 16.41 16.42 10
"1600" "RAS_1538" "RAS" 2021 "S2" 17.23 19.27 10
"1601" "RAS_1538" "RAS" 2021 "S2" 12.96 19.71 10
"1602" "RAS_1538" "RAS" 2021 "S3" 15.1 7.3 9
"1603" "RAS_1538" "RAS" 2021 "S3" 16.2 6.7 8
"1604" "RAS_1540" "RAS" 2021 "S3" 11.9 8 5
"1605" "RAS_1540" "RAS" 2021 "S3" 17.2 8.8 7
"1606" "RAS_1540" "RAS" 2021 "S3" 13.3 7.5 9
"1607" "RAS_1540" "RAS" 2022 "S2" 11.41 7.5 10
"1608" "RAS_1540" "RAS" 2022 "S2" 9.31 6.17 10
"1609" "RAS_1540" "RAS" 2022 "S2" 10.91 6.7 10
"1610" "RAS_1540" "RAS" 2022 "S2" 8.58 6.44 10
"1611" "RAS_1549" "RAS" 2022 "S2" 9.11 8.02 10
"1612" "RAS_1549" "RAS" 2022 "S2" 9.24 8.03 9
"1613" "RAS_1549" "RAS" 2022 "S2" 7.25 6.33 9
"1614" "RAS_1549" "RAS" 2022 "S2" 7.12 6.08 9
"1615" "RAS_1554" "RAS" 2021 "S2" 15.88 11.92 10
"1616" "RAS_1554" "RAS" 2021 "S2" 11.81 8.28 8
"1617" "RAS_1554" "RAS" 2021 "S2" 11.9 7.98 6
"1618" "RAS_1554" "RAS" 2022 "S2" 6.41 6.11 10
"1619" "RAS_1554" "RAS" 2022 "S2" 6.02 5.99 10
"1620" "RAS_1554" "RAS" 2022 "S2" 8.04 6.6 10
"1621" "RAS_1555" "RAS" 2021 "S2" 13 7.21 10
